title,digital,status,existing_match,source_tmdbId,source_year,notes,tmdbId,tmdbTitle,tmdbOriginalTitle,tmdbYear,tmdbReleaseDate,tmdbOverview,tmdbPosterPath,tmdbBackdropPath,match_type,confidence,review
Rock of Ages,Fandango | Movies Anywhere,MATCH_EXISTING,Rock of Ages,80585,2012,,80585,Rock of Ages,Rock of Ages,2012,2012-06-13,"A small town girl and a city boy meet on the Sunset Strip, while pursuing their Hollywood dreams.",/oVeE2QTUb14jPU2lYEGPE3s8T9j.jpg,/9b1KGgzmZsUl7g3p1bjjpMRxANe.jpg,EXISTING_TMDB_ID,CONFIDENT,
Rocky Balboa,Fandango,MATCH_EXISTING,Rocky Balboa,1246,2006,,1246,Rocky Balboa,Rocky Balboa,2006,2006-12-20,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder Mason Dixon retaliates by challenging the Italian Stallion to a 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior. Rocky takes on Dixon in what will become the greatest fight in boxing history!",/byBlJvZwCqgtIwrZNv0pyE974jC.jpg,/9mwMaNeeqPXJviKk2UKLxFm9vUW.jpg,EXISTING_TMDB_ID,CONFIDENT,
Rounders,Prime,MATCH_EXISTING,Rounders,10220,1998,,10220,Rounders,Rounders,1998,1998-09-11,"Poker addict Mike McDermott knows the game inside out, but loses his money one night in a game to Russian-American gangster Teddy KGB. Promising his partner Jo he'll give up, he meets up with best friend Lester 'Worm' Murphy, just out of prison and owing lots of money to the wrong kind of people. McDermott becomes his co-guarantor and now there's only one way to raise the money, the pair have to get back into the game.",/mqbMwYGwIChnaCO55h7v8DG8Wwy.jpg,/tgRQsrjBKdic7llxhI7pqLJb8kS.jpg,EXISTING_TMDB_ID,CONFIDENT,
Rudy,Fandango | Movies Anywhere,MATCH_EXISTING,Rudy,14534,1993,,14534,Rudy,Rudy,1993,1993-09-17,"Rudy grew up in a steel mill town where most people ended up working, but wanted to play football at Notre Dame instead. There were only a couple of problems. His grades were a little low, his athletic skills were poor, and he was only half the size of the other players. But he had the drive and the spirit of 5 people and has set his sights upon joining the team.",/fAbfTCRpjHe2rprXBly55KL1dL9.jpg,/flzoI6jEw7J0X5x2rwOMZCwZ57I.jpg,EXISTING_TMDB_ID,CONFIDENT,
Shazam!,Fandango | Movies Anywhere | Prime,MATCH_EXISTING,Shazam!,287947,2019,,287947,Shazam!,Shazam!,2019,2019-03-29,A boy is given the ability to become an adult superhero in times of need with a single magic word.,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,/o7JVhqMmrex1TPbmuxl8YXVlcfl.jpg,EXISTING_TMDB_ID,CONFIDENT,
Sherlock Holmes: A Game of Shadows,Fandango | Movies Anywhere,MATCH_EXISTING,Sherlock Holmes: A Game of Shadows,58574,2011,,58574,Sherlock Holmes: A Game of Shadows,Sherlock Holmes: A Game of Shadows,2011,2011-11-22,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the detective.",/2HsHurlnTOyU6yUS14gY6BQCyRs.jpg,/lWNASscWXn32Asr9vkB1wq6cKvD.jpg,EXISTING_TMDB_ID,CONFIDENT,
Sing,Fandango | Movies Anywhere,MATCH_EXISTING,Sing,335797,2016,,335797,Sing,Sing,2016,2016-11-23,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.,/rwopfpHqPCYBSgBuZwkaXXqHp14.jpg,/z9ft5HYHzWcasR6SGcgeluxTznB.jpg,EXISTING_TMDB_ID,CONFIDENT,
Sonic the Hedgehog,Fandango,MATCH_EXISTING,Sonic the Hedgehog,454626,2020,,454626,Sonic the Hedgehog,Sonic the Hedgehog,2020,2020-02-12,"Powered with incredible speed, Sonic The Hedgehog embraces his new home on Earth. That is, until Sonic sparks the attention of super-uncool evil genius Dr. Robotnik. Now it’s super-villain vs. super-sonic in an all-out race across the globe to stop Robotnik from using Sonic’s unique power for world domination.",/aQvJ5WPzZgYVDrxLX4R6cLJCEaQ.jpg,/stmYfCUGd8Iy6kAMBr6AmWqx8Bq.jpg,EXISTING_TMDB_ID,CONFIDENT,
Sonic the Hedgehog 2,Fandango,MATCH_EXISTING,Sonic the Hedgehog 2,675353,2022,,675353,Sonic the Hedgehog 2,Sonic the Hedgehog 2,2022,2022-03-30,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,/xuLA0pii2IMJW2puT7EvJtgpg0H.jpg,EXISTING_TMDB_ID,CONFIDENT,
Sonic the Hedgehog 3,Fandango,MATCH_EXISTING,Sonic the Hedgehog 3,939243,2024,,939243,Sonic the Hedgehog 3,Sonic the Hedgehog 3,2024,2024-12-19,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.",/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg,/zOpe0eHsq0A2NvNyBbtT6sj53qV.jpg,EXISTING_TMDB_ID,CONFIDENT,
Speed,Fandango | Movies Anywhere,MATCH_EXISTING,Speed,1637,1994,,1637,Speed,Speed,1994,1994-06-09,Tensions run high when a crazed bomber rigs a Los Angeles bus with a device that will kill everyone on board if the vehicle's speed dips below fifty miles per hour.,/82PkCE4R95KhHICUDF7G4Ly2z3l.jpg,/lywmuPU5Hr1Mnpb9UGeDbILmkTx.jpg,EXISTING_TMDB_ID,CONFIDENT,
Spy,Fandango | Movies Anywhere,MATCH_EXISTING,Spy,238713,2015,,238713,Spy,Spy,2015,2015-05-06,"A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.",/vPBmfMHxQvRRNGYD5S5ko2KnX56.jpg,/eHEGPHKHTVhWdXzBQcrTATz9M0I.jpg,EXISTING_TMDB_ID,CONFIDENT,
Star Trek Into Darkness,Fandango,MATCH_EXISTING,Star Trek Into Darkness,54138,2013,,54138,Star Trek Into Darkness,Star Trek Into Darkness,2013,2013-05-05,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",/Aim3kVNh1MPIxPEFeJrl9e9Uf1a.jpg,/npDrIM6ZbuD7nUxI7ZzNBxs4IRF.jpg,EXISTING_TMDB_ID,CONFIDENT,
Suicide Squad,Fandango | Movies Anywhere,MATCH_EXISTING,Suicide Squad,297761,2016,,297761,Suicide Squad,Suicide Squad,2016,2016-08-03,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",/sk3FZgh3sRrmr8vyhaitNobMcfh.jpg,/8XyX5Us7uzwQdXtAdnhCB9Gquek.jpg,EXISTING_TMDB_ID,CONFIDENT,
Sweeney Todd: The Demon Barber of Fleet Street,Fandango,MATCH_EXISTING,Sweeney Todd: The Demon Barber of Fleet Street,13885,2007,,13885,Sweeney Todd: The Demon Barber of Fleet Street,Sweeney Todd: The Demon Barber of Fleet Street,2007,2007-12-21,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",/gAW4J1bkRjZKmFsJsIiOBASeoAp.jpg,/obYVvi6eD4rjFeC7g4uoZQPIh7F.jpg,EXISTING_TMDB_ID,CONFIDENT,
Tango & Cash,Fandango | Movies Anywhere,MATCH_EXISTING,Tango & Cash,9618,1989,,9618,Tango & Cash,Tango & Cash,1989,1989-12-22,"Ray Tango and Gabriel Cash are two successful narcotics detectives who can't stand each other. Crime lord Yves Perret, furious at the loss of income they have caused him, plots an elaborate revenge against them.",/jxxxjTu87OSmQYkMFF7MgOEDXRn.jpg,/vzvHhP8ZrDvOOx5fa9YC0OzDNIU.jpg,EXISTING_TMDB_ID,CONFIDENT,
That's My Boy,Fandango | Movies Anywhere,MATCH_EXISTING,That's My Boy,87428,2012,,87428,That's My Boy,That's My Boy,2012,2012-06-14,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding.",/oaLhdRsZ5Mq8VfZtA4Wlvjzzn0X.jpg,/pm6RRZOnkZW8MYIZPDnETD4FD40.jpg,EXISTING_TMDB_ID,CONFIDENT,
Thor: The Dark World,Fandango | Movies Anywhere,MATCH_EXISTING,Thor: The Dark World,76338,2013,,76338,Thor: The Dark World,Thor: The Dark World,2013,2013-10-30,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,/5QEOy0QEpad9QsXeMxuGHPXMale.jpg,EXISTING_TMDB_ID,CONFIDENT,
Top Gun: Maverick,Fandango,MATCH_EXISTING,Top Gun: Maverick,361743,2022,,361743,Top Gun: Maverick,Top Gun: Maverick,2022,2022-05-21,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",/n0YuM4f5lvGAP6MAW2kBIzugXnc.jpg,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,EXISTING_TMDB_ID,CONFIDENT,
Total Recall,Fandango | Movies Anywhere,MATCH_EXISTING,Total Recall,861,1990,,861,Total Recall,Total Recall,1990,1990-06-01,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Rekall, a virtual vacation company that manufactures memories. When something goes wrong during Quaid's memory implant procedure, his life turns upside down, leading him to question what is reality and what isn't.",/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,/x2wOlXuK4NzPDQ0OBZiJjNNOp6Y.jpg,EXISTING_TMDB_ID,CONFIDENT,
Transformers: Age of Extinction,Fandango,MATCH_EXISTING,Transformers: Age of Extinction,91314,2014,,91314,Transformers: Age of Extinction,Transformers: Age of Extinction,2014,2014-06-25,"As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.",/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg,/wxr4Z6E83h14CogsZOzDm1vuDX3.jpg,EXISTING_TMDB_ID,CONFIDENT,
Transformers: The Last Knight,Fandango,MATCH_EXISTING,Transformers: The Last Knight,335988,2017,,335988,Transformers: The Last Knight,Transformers: The Last Knight,2017,2017-06-16,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",/s5HQf2Gb3lIO2cRcFwNL9sn1o1o.jpg,/1n00NlOGRFZVs8coBxyZLm5l4EC.jpg,EXISTING_TMDB_ID,CONFIDENT,
Trolls,Fandango | Movies Anywhere,MATCH_EXISTING,Trolls,136799,2016,,136799,Trolls,Trolls,2016,2016-10-13,"After the monstrous Bergens invade Troll Village, Princess Poppy, the happiest Troll ever born, and overly-cautious, curmudgeonly outcast Branch set off on a journey to rescue her friends. Their mission is full of adventure and mishaps, as this mismatched duo try to tolerate each other long enough to get the job done.",/9VlK2j0THZWzhQPq0W3Oc0IIdBB.jpg,/gXyYOWAkk4FdQU3adK8WFj8nN9J.jpg,EXISTING_TMDB_ID,CONFIDENT,
Trouble with the Curve,Fandango | Movies Anywhere,MATCH_EXISTING,Trouble with the Curve,87825,2012,,87825,Trouble with the Curve,Trouble with the Curve,2012,2012-09-21,"Slowed by age and failing eyesight, crack baseball scout Gus Lobel takes his grown daughter along as he checks out the final prospect of his career. Along the way, the two renew their bond, and she catches the eye of a young player-turned-scout.",/zLZQVmxOj5kICbS5Pq7rB1cbPvP.jpg,/ivndXrpSYpCSuu2S5OrUvzAetCc.jpg,EXISTING_TMDB_ID,CONFIDENT,
True Lies,Fandango | Movies Anywhere,MATCH_EXISTING,True Lies,36955,1994,,36955,True Lies,True Lies,1994,1994-07-15,"A fearless, globe-trotting, terrorist-battling secret agent has his life turned upside down when he discovers his wife might be having an affair with a used car salesman while terrorists smuggle nuclear war heads into the United States.",/pqdvCBDThAOjlA0XBzbNm7GvwpU.jpg,/jRZ3joUcg8YDCQYl4Tog5xhY6wk.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Twilight Saga: Breaking Dawn - Part 1, The",Fandango,MATCH_EXISTING,"Twilight Saga: Breaking Dawn - Part 1, The",50619,2011,,50619,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga: Breaking Dawn - Part 1,2011,2011-11-16,Bella Swan and Edward Cullen's honeymoon phase is abruptly disrupted by betrayals and unforeseen tragedies that endanger their world.,/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,/hBwDYiOPwXHuwiYGP82ekFNSeBr.jpg,EXISTING_TMDB_ID,CONFIDENT,
"Twilight Saga: Breaking Dawn - Part 2, The",Fandango | Movies Anywhere,MATCH_EXISTING,"Twilight Saga: Breaking Dawn - Part 2, The",50620,2012,"Title variant normalized to existing movie record; per your rule, assume same version.",50620,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,2012,2012-11-13,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,/qkl57wzSFrpi2sRpoc2mZJbMuLP.jpg,EXISTING_TMDB_ID,CONFIDENT,
Underworld: Awakening,Fandango | Movies Anywhere,MATCH_EXISTING,Underworld: Awakening,52520,2012,"Title variant normalized to existing movie record; per your rule, assume same version.",52520,Underworld: Awakening,Underworld: Awakening,2012,2012-01-19,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg,/wJJJS5ey53DqJ3cTuu7GFJsRsWu.jpg,EXISTING_TMDB_ID,CONFIDENT,
V for Vendetta,Fandango | Movies Anywhere,MATCH_EXISTING,V for Vendetta,752,2006,,752,V for Vendetta,V for Vendetta,2006,2006-02-23,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as “V” conducts guerrilla warfare against the oppressive British government. When V rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.",/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg,/sFEYsEfzTx7hhjetlNrme8B5OUo.jpg,EXISTING_TMDB_ID,CONFIDENT,
Violent Night,Fandango | Movies Anywhere,MATCH_EXISTING,Violent Night,899112,2022,,899112,Violent Night,Violent Night,2022,2022-11-30,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",/e8CpMgdyihz9Td7amQDqubPuzfN.jpg,/sBOenwOZGRN5nZZGw4TxwtnfrEf.jpg,EXISTING_TMDB_ID,CONFIDENT,
Warrior,Fandango | Movies Anywhere,MATCH_EXISTING,Warrior,59440,2011,,59440,Warrior,Warrior,2011,2011-09-09,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament – a path that puts the fighter on a collision course with his estranged, older brother.",/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,/zb7b40ieuRGiIc9ebIEapneaCsl.jpg,EXISTING_TMDB_ID,CONFIDENT,
Wayne's World,Fandango,MATCH_EXISTING,Wayne's World,8872,1992,,8872,Wayne's World,Wayne's World,1992,1992-02-14,"The adventures of two amiably aimless metal-head friends, Wayne and Garth. From Wayne's basement, the pair broadcast a talk-show called ""Wayne's World"" on local public access television. The show comes to the attention of a sleazy network executive who wants to produce a big-budget version of ""Wayne's World""—and he also wants Wayne's girlfriend, a rock singer named Cassandra. Wayne and Garth have to battle the executive not only to save their show, but also Cassandra.",/fHwZnFNWR7PaS9t5EBwTvGPeoYQ.jpg,/lAvf5zzyOgTZmpRBRJFa7IVVqCK.jpg,EXISTING_TMDB_ID,CONFIDENT,
Wayne's World 2,Fandango,MATCH_EXISTING,Wayne's World 2,8873,1993,,8873,Wayne's World 2,Wayne's World 2,1993,1993-12-10,"A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornée.",/72TBNPN06oo1myHqihwcCQVDl48.jpg,/lehbmczbRb97gpufaAy6NFRSaUP.jpg,EXISTING_TMDB_ID,CONFIDENT,
